PPID,Culture,Language,function_Dic_mean,pronoun_Dic_mean,ppron_Dic_mean,i_Dic_mean,we_Dic_mean,we.i_Dic_mean,you_Dic_mean,shehe_Dic_mean,they_Dic_mean,ipron_Dic_mean,article_Dic_mean,prep_Dic_mean,auxverb_Dic_mean,adverb_Dic_mean,conj_Dic_mean,negate_Dic_mean,verb_Dic_mean,adj_Dic_mean,compare_Dic_mean,interrog_Dic_mean,number_Dic_mean,quant_Dic_mean,affect_Dic_mean,posemo_Dic_mean,negemo_Dic_mean,anx_Dic_mean,anger_Dic_mean,sad_Dic_mean,social_Dic_mean,family_Dic_mean,friend_Dic_mean,female_Dic_mean,male_Dic_mean,cogproc_Dic_mean,insight_Dic_mean,cause_Dic_mean,discrep_Dic_mean,tentat_Dic_mean,certain_Dic_mean,differ_Dic_mean,percept_Dic_mean,see_Dic_mean,hear_Dic_mean,feel_Dic_mean,bio_Dic_mean,body_Dic_mean,health_Dic_mean,sexual_Dic_mean,ingest_Dic_mean,drives_Dic_mean,affiliation_Dic_mean,achieve_Dic_mean,power_Dic_mean,reward_Dic_mean,risk_Dic_mean,focuspast_Dic_mean,focuspresent_Dic_mean,focusfuture_Dic_mean,future.past_Dic_mean,relativ_Dic_mean,motion_Dic_mean,space_Dic_mean,time_Dic_mean,work_Dic_mean,leisure_Dic_mean,home_Dic_mean,money_Dic_mean,relig_Dic_mean,death_Dic_mean,informal_Dic_mean,swear_Dic_mean,netspeak_Dic_mean,assent_Dic_mean,nonflu_Dic_mean,filler_Dic_mean
002FA2F1EB29A4007B06D2C42E97AA6D3D76C45AF1F452A82DC7CC0786779EDE,1,2,64.7308362116219,21.1625506173124,11.6057968468406,4.96573952622124,.51496017104113,.127056984472537,2.60603890520122,2.97954188699807,.53687504728916,9.55936500924346,6.33913886616282,9.85088479221161,10.145706822443,9.98229681565037,11.5264164032522,3.33053694154357,17.8134918855819,4.41317953721153,1.94097128536655,1.34334102576511,.894748060972331,2.94757059374246,5.69048715628569,4.08297719392501,1.56885016854625,.441019163086806,0,.709304767199699,12.6266499665855,.0861708794652183,.57799370510235,.524970213688615,2.65338118257682,19.0257293577672,3.99694032465454,2.14477192166563,1.31027065524724,5.35706235950007,2.14751966616135,6.68207660989813,2.11227067603336,.5616814066975,.548937102688167,1.00165216664769,.377460972216047,.176513447422164,.114776645328665,0,.0861708794652183,5.36918492047349,2.0654980068126,.4649509703434,1.50638988845625,1.20315155088168,.468067738052968,6.20247110444884,10.7993344025744,1.98139457829627,.326541452142738,13.9179312220491,1.47908276034789,5.25155746398147,7.50574278916143,2.68207333820888,.439348848464793,.488571457990879,.267007089534357,0,.0417798203467725,4.30573255733745,0,0,3.72054113306412,.555177155752846,.0417798203467725
0067005C9296610E847338C0F6FFCB59C6E8950ED6FE05676FEF403F4CE5FDB4,1,2,70.6429675979001,25.9275506207247,12.6881822346472,5.61393229208617,.366649432903099,.0668560729744138,4.79985075744309,1.38088587517171,.529536530453402,13.2393683860775,5.05990266244538,9.00103565454369,13.1926135550597,10.2324926354129,9.70215366703973,3.61919355877704,21.5488290230801,3.11805778863843,1.74677506781536,1.42071872129954,1.38630873824249,1.99413548625751,4.68392478837791,2.90728652610651,1.7766382622714,.232607270093546,.382617741889081,.272965250534677,12.1578459553986,.0735603194619588,.217364019779091,1.09856813340121,.980252957205666,15.37490229517,3.03534541720073,1.05607530447523,1.38540497622014,2.69807389955067,1.30749224356828,7.19671918202838,3.57041677483768,.813782904436586,1.57362349285403,1.08281354102666,.966983483092566,.315554598236921,.499751702566897,0,.151677182288748,4.78932918107544,.804211676462904,1.09031103198194,1.32480580105693,1.28069942944813,.781548086376457,7.0513149893167,12.6087703513169,1.53618065721501,.249333616295739,12.8847567674308,2.28606550734501,5.38239585279491,5.4015961233431,.771441072222006,.155521777007949,.238022222513956,.583097656080685,.063734189553073,0,4.61407960449707,.0400898011545863,.256379266210874,3.38184556037327,.751286300896871,.0859999919744174
0199C58646CAB9542B51141727EB8BEB589BBAF776E3833AD9436AE00D93C045,1,2,67.7881004459551,22.2344075636197,10.8356273676234,5.53819660686358,.839139442838045,.186788044819361,1.97006323027488,2.14678537505922,.341404779494,11.3987883493174,6.56432861153683,12.292872893562,11.0302580316929,9.60347675062004,10.7090507618886,2.18549790440641,19.251967223309,4.36246971406533,2.7557528980438,1.75480981445548,1.48738205334167,2.26800241831963,4.82978558664179,2.87929736154451,1.67626271366822,.232342636419316,.552625139795941,.117342596549671,12.1904741332119,.217425337865341,1.27909501602202,1.51938863186527,1.28090968452975,14.8353299307087,2.83726650589483,2.48569077543223,1.43474517393446,3.05384687483589,1.85436358647136,4.49546892984826,2.75251418442505,.801256587722422,.843905175258688,.986823682919832,.827518553590553,.260448600903334,.459933371130549,.0442431813449927,.0550436594308389,7.30723243924987,2.58758761554215,1.1674232816417,2.19518948682716,1.17627215549972,.569555950692385,6.56667576204683,11.6483276449574,1.71252596832023,.274245588410545,13.7952634839605,1.51144663397592,5.70596917580436,6.72902870064274,2.00497519834873,.296193560578708,.112332184147245,.0811995133588089,.0156641604010025,0,2.70507780008425,.0312304809494066,.0706507762761203,1.73082467709336,.355198085736712,.123042975701543
0639253B4C3A1C197A238ADA205373EB69415338B02360FE353BFBBBC0CC945D,1,2,69.011088521034,25.1459602246999,12.8404677035717,7.0644442831655,.493568335271732,.0843147923777122,1.48721259641358,2.9363904426966,.856048472508042,12.2860975422061,5.14763112369881,10.2981085178669,10.7391914914289,8.7067510104008,11.6633222756218,3.18583885078945,19.1305738221894,3.85813362066769,1.88071523664763,1.93997692387797,1.22890832453556,2.46943651539727,4.63494876472967,3.03461149682162,1.56399081743601,.472836168358661,.266725020257029,.330214921212843,11.2070595324439,.440585799434532,.21892191013433,.848629765950304,2.4198163823569,14.6903736764427,3.02426943711774,2.22727999653627,1.05513354064394,2.32503588227858,1.94607289032684,5.30124790452928,3.44783772019896,.412928220284982,1.54126097835557,1.34708235499125,1.04859487734617,.279664795174293,.382524197294318,0,.37356303829145,5.38305186309511,1.5350382129541,.653446803030893,1.71151849161132,1.12982991325184,.550515771599476,3.58930207207956,13.5689454906191,2.33418524993454,.699926438533617,13.5701078116612,1.80344859704547,6.03774432910721,5.82174198041193,.951148409287369,.580927915091119,.740716627994466,.358739635753876,.0583680316215671,.138934615681519,3.38811230775027,.0467958599427439,.588836250150501,2.13798252513545,.499533120663241,.0220215811495265
0957356EF83B67D6268CD69E577C4D087924D0D1610CB819D645E742A7744D33,1,2,69.560601484368,22.9463746114861,12.2107750355972,6.0267123483699,1.49438109808641,.289412558775117,2.17707768471313,.983588167108963,1.53161561045573,10.5980877488132,5.46921616408101,11.2858438099108,12.7410895529991,9.00646289398875,10.812091911008,3.31693127579035,21.7582009237199,4.36271664258955,2.82169476202809,1.33544530354118,.982648323830603,2.60875405596351,4.29293604922102,2.99459259060983,1.27237213095692,.218230121340469,.329444999188558,.189559476276809,11.30794569267,.553768440635932,.533140503821448,.835318594168445,.452434005471547,16.0371932219921,2.54072906809656,1.55345025251244,2.06208877789223,2.9116752163199,1.9956088016226,6.63076608462198,2.47300391626218,.698599664356343,1.30672723287422,.454735550638748,1.56514703148019,.374346772042835,.647956160176446,0,.527290913427487,6.76979887562794,2.56583971243585,1.13326196851434,1.5713307112147,1.31267949285047,.610237222431909,4.23350306274462,16.8687193036646,2.37697443407507,.587921460789916,14.0947547607671,2.33388215022682,4.92297530949184,7.09024315313873,1.29862332466039,.88176649853337,.667486498501444,.55059843731577,.0622978121150825,0,3.0059346474046,.0466417910447761,.212842631843754,1.94330443801428,.818842660430635,.0466417910447761
09658E00C45E3507AB588D57878F4E7BFB2FF10042C4E85C79C5A2127C596FEC,1,2,69.8591464419093,25.7764573014109,11.9219390070963,6.47465198956769,.317304090057526,.0471736503507767,2.59919734597092,.959772295154577,1.5710276693788,13.7955186680598,4.23047572766861,10.4718015531288,11.2853561326814,8.29199002033186,11.8807741011948,3.8409087861412,19.931037654924,3.75442861219962,3.05665940893413,2.03112740090845,.70219109793776,2.20498116633398,5.57488829687242,3.93755739335503,1.41967986954293,.117484962098636,.201871045718713,.55386681663074,10.4727221523088,.227922747394554,.355456712645045,.673703058543256,.375886522589559,21.6447929811589,3.82323409327089,2.14914981509182,2.11818050003494,6.60131149355361,2.16618007826184,8.20309857305449,3.16386394358687,.485910156071,1.57566992347881,1.05883780226922,.271197405074883,.130304710134552,.0870465410941777,0,.0564102564102564,4.75941269585827,.997824789295901,1.60131265458004,.611931185215593,1.59105153011182,.49279211094236,5.87346172397431,12.7163436504284,1.98276813784082,.372639957937585,11.2381612117991,1.29997432974872,4.17218027761868,6.01952685147201,1.21274657935573,.584912275160684,.227922747394554,.114958980279041,.0307944980496818,0,4.80736743062658,0,0,3.97959945985735,.799737544569817,.0588414128890495
0AF31C43F184A4CEC3CC6C3B3F6E9BDB92F17BD1DF30F636D5CBC8BC28FFA538,1,2,68.318654466903,23.0411790944647,10.5369816751635,6.77968007395554,.807999620455078,.13804361008007,1.40506512859426,.581262362297846,.968157021431937,12.4807672412318,6.05413731333661,12.2577213729538,11.4153741110037,9.9236961063902,9.74915623093036,2.01951034112122,18.7274642712519,4.06048379439826,2.23491186372359,1.3797931200243,1.06518083608729,2.37402758460774,5.39268146808538,3.970624343306,1.33082296841653,.154146541979242,.263618929443795,.39303444489754,7.32119052865396,.0392013380723395,.143295104546892,.406535620756937,.174726741540909,16.7263092026329,3.84895553048923,2.14174263963213,2.16080445391864,3.14003947096424,1.6388738815959,5.17944811210767,3.44189225899946,.502248174023367,1.12515354191886,1.63598331343944,.465696574378075,.167656789721708,.274609606587014,0,.0234301780693533,5.82761361831624,1.53221364890525,1.65604305485897,1.39000152756115,1.32772028309885,.480739428423027,8.48908035457054,9.07818175460723,1.50996680299526,.183455527745731,12.7615216169852,1.45708353379873,5.43115410013423,5.98059872559165,2.02684009717707,.0491212683992269,.184646671867797,.0234301780693533,.0256910903298736,0,4.18545834947169,0,.0234301780693533,3.68117805996735,.541220715316154,.0654620098335325
0B42F091DFEE1A6CEE5AEB8C3ECC28747474D60BCA2D9253E5B7A8F83A977640,1,2,70.4195864890759,22.9759777551398,12.7283283012311,6.289974245676,1.44023087399673,.384434064975224,1.77935578037141,1.68504020892868,1.53373277490618,10.2219311417109,5.23695524546555,10.5820565408404,11.8840616335897,9.87765875798218,12.8281797406059,3.13089124087129,20.7070535940391,3.15980041811194,1.8709210265323,1.74001858527963,.656317898837018,2.10051144568264,4.51235110131539,3.25837600340054,1.23336450571048,.0335501187158047,.362853592931924,.587201247401477,12.2797895123705,.445259855807902,.190506243190556,.838402930241,1.12711560328108,14.4838640721359,2.4742820501645,2.06213242852025,1.64025641898694,2.16214448916705,2.07815040167891,5.27913378902937,3.55563787117271,.679796133896022,1.84886260078407,.826020637217985,.591854254913922,.30104889577494,.0900513420509058,.0206015657189946,.180152451369082,5.48816546053347,2.48536789322479,.638708404087088,1.116898115495,1.13112946464775,.314135202964986,7.9897305030447,11.7490818588975,2.46377102299395,.312776581987616,14.4242963650445,2.12596760541154,5.3706090244286,7.27789234997871,1.80843190497862,.918998498793964,.470969441034434,.149498566760331,.0514271033069027,0,3.87677788922544,.0412031314379893,.25476794732964,2.79041825601672,.903421202918104,.13642019381096
0BD739007FDDC4D68DFECFE1BE72329A44CCAD0A04803F1BB5F07773653A0A90,1,2,72.0402042307001,26.3027982593329,13.4669680272551,6.69962591232004,1.09045945140094,.23474966708112,1.83727488567266,2.91335318616146,.92888253006958,12.809798598208,4.27425426532369,10.6749148742507,13.4737993381829,10.4805395698247,11.477041047556,2.84927491162449,22.0135513451678,2.61582880663502,1.86979034855201,1.3671517369671,.994006917786099,1.73225799195269,5.10595137649789,3.52725287271716,1.5396647191828,.239009278986261,.323908459135784,.251329128306289,11.1485484271123,.442503467417591,.214592027126259,1.79157040271243,1.7307665514958,15.5322302054422,2.8410342599642,1.8328535331926,1.53640788636009,3.02540033856672,1.61064389530645,6.04013355682897,3.09548511365845,.838023321176318,1.45917757694091,.675954758428905,.843082931112758,.288831663966358,.200257000741051,0,.333163102984872,5.04774240890499,1.64523297697943,.824023768709511,1.02028020246643,1.12914896096535,.696480783099343,7.93408233777417,12.9624616338913,1.74480366805502,.361580841504184,11.9926442025139,2.37443476150542,4.60939126358013,5.49802549639793,1.11927994005346,.228664116748788,.17926298523008,.0907386744771872,.0182026211774496,.0390337845979266,3.32927315836259,0,.134972116146099,2.4731046434239,.835416963616598,.0182026211774496
0C28CBB75B05D1DD6987F3CEE1A160B02DE8C7DA9DC7102EFA2BEAEB9DC56E85,1,2,67.5295878989255,22.5305981659844,10.9641287837347,6.22422170000465,.37962629150015,.060264726843374,2.44634845435612,1.11985646524875,.796714395052514,11.4959648797422,5.90030103293572,10.6091808412212,11.5456935846466,9.93135414981107,10.2150883922128,3.44826050024205,18.4493313820989,4.22895110123311,2.54067125918515,1.20067483849388,1.35441297211485,2.29303627455421,5.6263179501776,3.80835604523973,1.78950772199177,.296367636851255,.709554824062783,.201697902039831,9.69229016987553,.408182433582794,.341629379557309,.893011817970384,.574156527845388,17.1442299471528,2.67864793454548,2.17252887058653,1.81498019813846,4.29410957106954,1.78909528027418,6.38204920512959,2.37037020074678,.497912901402421,.614194165333641,1.21957543389944,1.30339571301224,.872845915687401,.137882922082405,0,.264378731574008,6.70827808565098,2.05367909518634,1.15319370700715,1.4276727527978,2.07115909058457,.390554232551192,7.49848068983295,10.1236205601168,1.88384032765592,.254956903867762,13.0503188573892,1.60136916211837,5.15079829709193,6.33777788858328,2.23638565175999,.729194075419429,.0844327176781003,.197977539289338,.0619007199431149,0,4.96670525475421,.0619007199431149,.454215945483071,3.78385636452801,.513237320836858,.200869656130794
0D0A582A7F617D17CB956ECF9FD3D004BDC0CD57B47F72F73D75B50A89453B01,1,2,65.643928382235,24.5346021764687,10.7630985647546,4.14860368248238,.857875554651784,.215240420073991,3.71943333855896,1.43194471719325,.59743197246076,13.77409804924,5.00749210127908,11.2743297531845,10.5217312565061,6.74114543580103,9.20768876453734,3.45172214238083,19.3553826034603,3.91773848939945,2.08041510653882,1.58663810925556,1.28733803864176,1.87265658191588,5.39238981476453,2.70563202746581,2.59215749575205,.04151100041511,.809554188981923,.672903624109203,13.0777031809559,.0414121544673362,.513994182355684,.981972730940105,.591100753403815,15.6576367106049,3.5006243537446,2.89231185702186,2.32752384061425,2.18395717051906,1.76617165762109,4.81832536463966,3.45888251345997,.512731730990055,1.08562216270575,1.85537395605435,.849597752943913,.666542196103278,.12743820422662,0,.0556173526140156,6.87578027596511,1.96337221443665,1.89550475661254,1.28446547113697,1.66290870397722,.596082641804076,5.98566481864267,11.6865851673203,2.07454667962608,.389641310875638,16.2783946927528,2.18477686542264,6.80983147320851,7.41047643700239,1.79246097380133,.111234705228031,.470191460129687,.419227085932132,0,0,3.34224701367248,.04151100041511,0,2.7319205259457,.260993706438476,.263881564923398
0DC8CC570066D64F02FAA820D3E837894DA9FE441C286B6B3D66BF04B0D88F48,1,2,64.316520039163,20.3111618457285,10.7494676019983,4.30134328365704,.889254778374913,.236956432828172,3.45776387001994,1.15799581157993,.943055038253817,9.48107424997171,6.49239892195405,12.2474319660542,10.0461599968699,8.82209388456523,10.2945958062158,2.16509140326542,18.1243518568579,4.94920586660783,1.93177821236442,1.47307799320791,1.10875088366429,2.44338726531634,5.04808037744776,3.45853358022197,1.56093970266634,.240967211647822,.261976579152933,.304104379189501,12.7279031041085,2.53272880121517,.177361337953971,1.21712116214542,1.76844216308102,13.8957291864436,2.10230514879534,1.80166676728534,1.34627298613085,3.79491619715334,1.40357980571762,5.28516681059144,3.70645465326166,1.85577245086314,.957297143967903,.895930883277859,1.79525537395951,.549264770738757,.866792133796487,0,.426178282804969,6.12583078399058,2.54788988615306,1.22297360475744,1.1960299154121,1.20611084110055,.548565005424808,4.04570700647752,13.3089003785426,1.0057149128274,.364794274280153,12.6001608059385,1.99422379045784,5.25505784060067,5.64411724242082,2.15058166416559,1.05215372437043,.781546248003368,.0235898511218285,.0235898511218285,.0203665987780041,4.64818451398669,0,.0471797022436569,4.32529590322975,.340794140938959,.0235898511218285
